data inicio,data termino,nome do evento,Tipo,Estado que ocorrerá,Impacto para a aviação,Dia da semana que iniciará,Dias restantes para o evento,Se terá possível emenda
2025-08-19,2025-08-19,APRENDA COMO MONTAR UMA DISTRIBUIDORA DE BEBIDAS DO ZERO,Evento Corporativo,"O evento será online - Feira de Santana - Feira de Santana, BA",Baixo,Tuesday,18,Sim
2025-07-01,2025-08-09,Suporte Básico de Vida Adulto e Pediátrico e Uso de DEA (2a edição),Evento Corporativo,"FACEV - Faculdade Evangélica de Valparaíso de Goiás - Valparaíso de Goiás, GO",Baixo,Tuesday,-31,Sim
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - Poços de Caldas - Poços de Caldas, MG",Baixo,Monday,17,Não
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - Caruaru - Caruaru, PE",Baixo,Monday,17,Não
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"o evento será online - Mogi das Cruzes - Mogi das Cruzes, SP",Baixo,Monday,17,Não
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - Bento Gonçalves - Bento Gonçalves, RS",Baixo,Monday,17,Não
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - Criciúma - Criciúma, SC",Baixo,Monday,17,Não
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - Franca - Franca, SP",Baixo,Monday,17,Não
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - Pelotas - Pelotas, RS",Baixo,Monday,17,Não
2025-10-02,2025-10-02,Jornada Porter - Porto Alegre,Evento Corporativo,"Local a definir - Porto Alegre, RS",Baixo,Thursday,62,Sim
2025-09-02,2025-09-02,Jornada Porter - Londrina,Evento Corporativo,"Local a definir - Londrina, PR",Baixo,Tuesday,32,Sim
2025-10-21,2025-10-21,SlimShape: Curso avançado em tecnologias corporais,Evento Corporativo,Evento Online,Baixo,Tuesday,81,Sim
2025-08-21,2025-08-21,SlimShape: Curso avançado em tecnologias corporais,Evento Corporativo,Evento Online,Baixo,Thursday,20,Sim
2025-11-27,2025-11-27,MB Summit Porto Alegre 2025,Evento Corporativo,"Conselho Regional de Corretores de Imóveis 3ª Região - Porto Alegre, RS",Baixo,Thursday,118,Sim
2025-08-05,2025-08-14,Compliance sem Burocracia,Evento Corporativo,Evento Online,Baixo,Tuesday,4,Sim
2025-09-02,2025-09-03,Curso de Energia Solar em Belo Horizonte dias 02/09 e 03/09/2025,Evento Corporativo,"R. Rio Grande do Norte, 1436 - Belo Horizonte, MG",Baixo,Tuesday,32,Sim
2025-09-18,2025-09-18,Quatree & Vet Vila Velha,Evento Corporativo,"Coco Bambu Vila Velha - Vila Velha, ES",Baixo,Thursday,48,Sim
2025-09-06,2025-09-06,Baile de 60 Anos FDCI,Evento Corporativo,"Jaraguá Tênis Clube - Cachoeiro de Itapemirim, ES",Baixo,Saturday,36,Não
2025-12-03,2025-12-07,Medicina do Sertão - Curso Avançado de Atendimento Pré-Hospitalar em Áreas de Difícil Acesso,Evento Corporativo,"Local a definir - Recife, PE",Baixo,Wednesday,124,Não
2025-08-19,2025-08-19,Gestão Eficiente de Contas a Pagar e a Receber - Pequenas Empresas,Evento Corporativo,Evento Online,Baixo,Tuesday,18,Sim
2025-07-28,2025-08-14,Formação DPO (Encarregado) - Assespro-PR,Evento Corporativo,Evento Online,Baixo,Monday,-4,Não
2025-08-19,2025-08-20,EXCLUSIVO EXPOSITORES - JOTAJÁ SUMMIT 2025,Evento Corporativo,"Riocentro - Rio de Janeiro, RJ",Baixo,Tuesday,18,Sim
2025-11-25,2025-11-25,SlimShape: Curso avançado em tecnologias corporais,Evento Corporativo,Evento Online,Baixo,Tuesday,116,Sim
2025-09-12,2025-09-12,CoolContour: Curso Avançado em Criolipólise,Evento Corporativo,Evento Online,Baixo,Friday,42,Não
2025-09-13,2025-09-13,Manhã de Estudos: Série Transtornos Alimentares - 2° encontro: Anorexia e bulimia nervosas,Evento Corporativo,Evento Online,Baixo,Saturday,43,Não
2025-07-28,2025-12-10,Curso de Reparos e Reformas Faculdade Eleven,Evento Corporativo,"Faculdade Eleven - Curitiba, PR",Baixo,Monday,-4,Não
2025-08-18,2025-08-18,OFICINA DA PROSPECÇÃO - Funil de Vendas,Evento Corporativo,"Palácio do Comércio - Associação Comercial de Porto Alegre - Porto Alegre, RS",Baixo,Monday,17,Não
2025-08-09,2025-08-09,WORKSHOP CREATOR.IA,Evento Corporativo,"DCT - Duo Corporate Towers - João Pessoa, PB",Baixo,Saturday,8,Não
2025-08-27,2025-08-27,Globo Road Show 2º Edição,Evento Corporativo,"Av. Dep. Jamel Cecílio, 3549 - Goiânia, GO",Baixo,Wednesday,26,Não
2025-08-04,2025-08-04,DO ZERO à PRATICA: CONTABILIDADE PARA NÃO CONTADORES QUE QUEREM CRESCER,Evento Corporativo,"SESCON/MG - Belo Horizonte, MG",Baixo,Monday,3,Não
2025-08-23,2025-08-24,Data Analytics Foundation EXIN®,Evento Corporativo,Evento Online,Baixo,Saturday,22,Não
2025-09-18,2025-09-30,Curso Preparatório CSF-Set25,Evento Corporativo,Evento Online,Baixo,Thursday,48,Sim
2025-10-18,2025-10-18,CURSO PRESENCIAL: Técnicas de Vendas e Negociação,Evento Corporativo,"BH Office Coworking Savassi - Belo Horizonte, MG",Baixo,Saturday,78,Não
2025-08-27,2025-08-27,Webinário Compliance e Governança - Sinergias Essenciais para a Sustentabilidade e Crescimento,Evento Corporativo,Evento Online,Baixo,Wednesday,26,Não
2025-08-06,2025-08-06,Encontro do NRH CIESP Agosto de 2025 - Seminário Trabalhista com Desembargadora Federal do Trabalho,Evento Corporativo,"CIESP Guarulhos - Guarulhos, SP",Baixo,Wednesday,5,Não
2025-07-01,2025-08-07,MBA- Ciência de Dados e Inteligência Artificial,Evento Corporativo,"FACEV - Faculdade Evangélica de Valparaíso de Goiás - Valparaíso de Goiás, GO",Baixo,Tuesday,-31,Sim
2025-08-22,2025-08-22,O PODER DA INTELIGÊNCIA FINANCEIRA NA PRÁTICA - PASSO A PASSO,Evento Corporativo,"O evento será online - Contagem - Contagem, MG",Baixo,Friday,21,Não
2025-08-22,2025-08-22,O PODER DA INTELIGÊNCIA FINANCEIRA NA PRÁTICA - PASSO A PASSO,Evento Corporativo,"O evento será online - Natal - Natal, RN",Baixo,Friday,21,Não
2025-08-19,2025-08-20,Curso de Compliance em Compras,Evento Corporativo,Evento Online,Baixo,Tuesday,18,Sim
2025-08-19,2025-08-19,APRENDA COMO MONTAR UMA DISTRIBUIDORA DE BEBIDAS DO ZERO,Evento Corporativo,"O evento será online - Palhoça - Palhoça, SC",Baixo,Tuesday,18,Sim
2025-08-19,2025-08-19,APRENDA COMO MONTAR UMA DISTRIBUIDORA DE BEBIDAS DO ZERO,Evento Corporativo,"O evento será online - Jaraguá do Sul - Jaraguá do Sul, SC",Baixo,Tuesday,18,Sim
2025-08-02,2025-08-02,O PODER DA INTELIGÊNCIA FINANCEIRA NA PRÁTICA - PASSO A PASSO,Evento Corporativo,"O evento será online - São Paulo - São Paulo, SP",Baixo,Saturday,1,Não
2025-09-02,2025-09-03,"Curso ""Edifícios Saudáveis e Eficientes""",Evento Corporativo,Evento Online,Baixo,Tuesday,32,Sim
2025-11-10,2025-11-24,(MANHÃ) CURSO DE TRANÇA BOHO BRAIDS - ESCOLA DE TRANCISTA CURSOS INSTITUTO ANNÁFRICA,Evento Corporativo,"INSTITUTO ANNÁFRICA - Niterói, RJ",Baixo,Monday,101,Não
2025-07-31,2025-07-31,11ª Oficina de Letramento,Evento Corporativo,Evento Online,Baixo,Thursday,-1,Sim
2025-08-05,2025-08-05,APRENDA COMO MONTAR UMA DISTRIBUIDORA DE BEBIDAS DO ZERO,Evento Corporativo,"O evento será online - Patos de Minas - Patos de Minas, MG",Baixo,Tuesday,4,Sim
2025-08-05,2025-08-05,APRENDA COMO MONTAR UMA DISTRIBUIDORA DE BEBIDAS DO ZERO,Evento Corporativo,"O evento será online - Macaé - Macaé, RJ",Baixo,Tuesday,4,Sim
2025-08-05,2025-08-05,APRENDA COMO MONTAR UMA DISTRIBUIDORA DE BEBIDAS DO ZERO,Evento Corporativo,"O evento será online - Vitória da Conquista - Vitória da Conquista, BA",Baixo,Tuesday,4,Sim
2025-08-05,2025-08-05,APRENDA COMO MONTAR UMA DISTRIBUIDORA DE BEBIDAS DO ZERO,Evento Corporativo,"O evento será online - Lauro de Freitas - Lauro de Freitas, BA",Baixo,Tuesday,4,Sim
2025-08-05,2025-08-05,APRENDA COMO MONTAR UMA DISTRIBUIDORA DE BEBIDAS DO ZERO,Evento Corporativo,"O evento será online - Brusque - Brusque, SC",Baixo,Tuesday,4,Sim
2025-08-05,2025-08-05,APRENDA COMO MONTAR UMA DISTRIBUIDORA DE BEBIDAS DO ZERO,Evento Corporativo,"O evento será online - Florianópolis - Florianópolis, SC",Baixo,Tuesday,4,Sim
2025-08-05,2025-08-05,APRENDA COMO MONTAR UMA DISTRIBUIDORA DE BEBIDAS DO ZERO,Evento Corporativo,"O evento será online - Blumenau - Blumenau, SC",Baixo,Tuesday,4,Sim
2025-08-23,2025-08-23,"""NR-1 na Prática: Segurança como Cultura, não só Conformidade""",Evento Corporativo,"CIEE-MG - Belo Horizonte, MG",Baixo,Saturday,22,Não
2025-08-23,2025-08-23,"NR-1 na Prática: Segurança como Cultura, não só Conformidade.",Evento Corporativo,Evento Online,Baixo,Saturday,22,Não
2025-08-02,2025-08-02,O PODER DA INTELIGÊNCIA FINANCEIRA NA PRÁTICA - PASSO A PASSO,Evento Corporativo,"O evento será online - Recife - Recife, PE",Baixo,Saturday,1,Não
2025-06-26,2025-12-31,"Bootcamp Gratuito de SQL: Scripts SQL, MySQL e Modelagem de Dados",Evento Corporativo,Evento Online,Baixo,Thursday,-36,Sim
2025-09-17,2025-09-17,The Fundamentals of FPSOs,Evento Corporativo,"Av. Rio Branco, 89 - Rio de Janeiro, RJ",Baixo,Wednesday,47,Não
2025-12-01,2025-12-31,Gestão de Custos Hospitalares I,Evento Corporativo,Evento Online,Baixo,Monday,122,Não
2025-09-18,2025-09-25,DELEGAÇÃO E MOTIVAÇÃO (com IA GENERATIVA para Iniciantes),Evento Corporativo,Evento Online,Baixo,Thursday,48,Sim
2025-09-16,2025-09-18,Unoesc Day 2025 | Joaçaba,Evento Corporativo,"Unoesc Joaçaba - Joaçaba, SC",Baixo,Tuesday,46,Sim
2025-08-07,2025-01-08,Pedagogia Sistêmica - ONLINE,Evento Corporativo,Evento Online,Baixo,Thursday,6,Sim
2025-07-01,2025-07-31,Pensar Como Empresário (ciclo de 15 palestras),Evento Corporativo,Evento Online,Baixo,Tuesday,-31,Sim
2025-08-22,2025-08-22,O PODER DA INTELIGÊNCIA FINANCEIRA NA PRÁTICA - PASSO A PASSO,Evento Corporativo,"O evento será online - Patos de Minas - Patos de Minas, MG",Baixo,Friday,21,Não
2025-09-16,2025-09-18,Encontro de Mulheres e Carreira em Tecnologia 2025 - Extensão Online,Evento Corporativo,Evento Online,Baixo,Tuesday,46,Sim
2025-07-17,2025-08-07,Métodos de Pesquisa em Direito Colaborativo,Evento Corporativo,Evento Online,Baixo,Thursday,-15,Sim
2025-08-21,2025-08-21,Neuropsicologia e Prática Clinica nos Contextos da Infância e Envelhecimento,Evento Corporativo,Evento Online,Baixo,Thursday,20,Sim
2025-08-09,2025-08-09,ENTRE DESTINOS E PESSOAS: INCLUSÃO É O NOVO ROTEIRO,Evento Corporativo,"Escola Técnica de Turismo CIETH - Rio de Janeiro, RJ",Baixo,Saturday,8,Não
2025-08-15,2025-08-17,2ª Expo da Construção Civil em Piracicaba,Evento Corporativo,"Engenho Central de Piracicaba - Piracicaba, SP",Baixo,Friday,14,Não
2025-09-27,2025-09-27,Expo Intercâmbio - Rio de Janeiro,Evento Corporativo,"Windsor Barra Hotel - Rio de Janeiro, RJ",Baixo,Saturday,57,Não
2025-09-13,2025-09-13,Expo Intercâmbio - Curitiba,Evento Corporativo,"Radisson Hotel Curitiba - Curitiba, PR",Baixo,Saturday,43,Não
2025-10-13,2025-11-10,Curso: Orçamentação de Equipamentos para Plantas Industriais & Montagens Eletromecânicas,Evento Corporativo,Evento Online,Baixo,Monday,73,Não
2025-07-04,2025-08-01,Curso de Oncologia Básica,Evento Corporativo,Evento Online,Baixo,Friday,-28,Não
2025-08-07,2025-08-07,Neuropsicologia e Prática Clínica nos Contextos da Infância e Envelhecimento,Evento Corporativo,Evento Online,Baixo,Thursday,6,Sim
2025-08-27,2025-08-27,I Simpósio de Nutrição: Abordagens Integradas,Evento Corporativo,"Auditório do CRM/MG - Belo Horizonte, MG",Baixo,Wednesday,26,Não
2025-08-29,2025-08-29,Palestra Comemorativa de Sete Anos da Comissão de Direito de Família e Sucessões da Oab Ilha,Evento Corporativo,"OAB Ilha do Governador - Rio de Janeiro, RJ",Baixo,Friday,28,Não
2025-09-11,2025-09-12,Treinamento Power BI Fundamental - 11 e 12 de setembro de 2025 - Período 09 h às 12 horas,Evento Corporativo,Evento Online,Baixo,Thursday,41,Sim
2025-08-06,2025-08-06,IA Summit UPF 1a Edição - Atividades da Noite,Evento Corporativo,"Universidade de Passo Fundo - Passo Fundo, RS",Baixo,Wednesday,5,Não
2025-08-06,2025-08-06,Núcleo de Imobiliárias - Dra Bianca Castellar,Evento Corporativo,"ACIJ - Associação Empresarial de Joinville - Joinville, SC",Baixo,Wednesday,5,Não
2025-08-14,2025-08-14,Aumente o IEGM do município potencializando apenas algumas políticas públicas,Evento Corporativo,"R. Doze, 719 - Rio Claro, SP",Baixo,Thursday,13,Sim
2025-08-04,2025-08-04,AULA INAUGURAL - CURSOS DE ESPECIALIZAÇÃO - GESTÃO e EaD na EPT - PROGRAMA UAB/CAPES/CEFET-MG,Evento Corporativo,"Centro Federal de Educação Tecnológica de Minas Gerais - Belo Horizonte, MG",Baixo,Monday,3,Não
2025-11-10,2025-11-13,II Simpósio Discente do Campo de Públicas do PGPP,Evento Corporativo,"Universidade Federal do ABC, Campus São Bernardo do Campo - São Bernardo do Campo, SP",Baixo,Monday,101,Não
2025-08-25,2025-08-26,Treinamento Power BI Fundamental - 25 e 26 de agosto de 2025 - Período 09 h às 12 horas,Evento Corporativo,Evento Online,Baixo,Monday,24,Não
2025-08-12,2025-08-12,Encontro Mensal de Agosto do IBAPE/SP,Evento Corporativo,"IBAPE-SP - São Paulo, SP",Baixo,Tuesday,11,Sim
2025-08-05,2025-08-05,Treinamento Excel Plus Estratégico - 11 de agosto de 2025 - Período 09 h às 12 horas,Evento Corporativo,Evento Online,Baixo,Tuesday,4,Sim
2025-10-10,2025-10-10,EAD - Contabilização - Cloud,Evento Corporativo,Evento Online,Baixo,Friday,70,Não
2025-08-12,2025-08-12,Criatividade que gera valor: como isso impacta a economia?,Evento Corporativo,Evento Online,Baixo,Tuesday,11,Sim
2025-08-05,2025-08-05,O ecossistema de AI e computação acelerada da NVIDIA para América Latina,Evento Corporativo,Evento Online,Baixo,Tuesday,4,Sim
2025-08-09,2025-08-09,Tabuleiro Financeiro - Rio de Janeiro 09-08,Evento Corporativo,"Arouca Barra Clube - Rio de Janeiro, RJ",Baixo,Saturday,8,Não
2025-11-08,2025-11-08,Workshop Método ALCA - 08/11/2025,Evento Corporativo,"Local a definir - Porto Alegre, RS",Baixo,Saturday,99,Não
2025-08-05,2025-08-07,"Curso: IA no dia a dia | Regular | Terça e Quinta, 5 e 7/8 - 18 às 22h",Evento Corporativo,"Rua Quinze de Novembro, 13 - 5o andar - Niterói, RJ",Baixo,Tuesday,4,Sim
2025-08-01,2025-08-03,CURSO DE MANUTENÇÃO DE CELULARES PONTA GROSSA/PR,Evento Corporativo,"Local a definir - Ponta Grossa, PR",Baixo,Friday,0,Não
2025-08-28,2025-08-28,Prêmio Nacional Cidades Tecnológicas,Evento Corporativo,"Federação das Indústrias do Estado de Minas Gerais - FIEMG - Belo Horizonte, MG",Baixo,Thursday,27,Sim
2025-08-04,2025-08-04,FEIRA DE EMPREENDEDORISMO FEMININO,Evento Corporativo,"Febracis BH - Belo Horizonte, MG",Baixo,Monday,3,Não
2025-08-23,2025-08-23,Mentoria Instinto Empresarial,Evento Corporativo,"Barra Beach - Valparaíso de Goiás, GO",Baixo,Saturday,22,Não
2025-08-25,2025-08-28,Treinamento Kanban KMP I ONLINE - KSD Kanban System Design - Turma 31 - UNIAGIL,Evento Corporativo,Evento Online,Baixo,Monday,24,Não
2025-08-01,2025-08-04,11° DICA Diálogos e Carreiras no Colégio Santa Maria - Inscrições 3C,Evento Corporativo,Evento Online,Baixo,Friday,0,Não
2025-08-22,2025-08-22,REUNIÃO ESTRATÉGICA REGIONAL CSC - GOIÂNIA,Evento Corporativo,"Auditório Mauro Borges - Goiânia, GO",Baixo,Friday,21,Não
2025-08-29,2025-08-29,CURSO SEGURANÇA DE INSTALAÇÕES - 100% ONLINE,Evento Corporativo,Evento Online,Baixo,Friday,28,Não
2025-10-02,2025-10-04,I CONGRESSO SUL MINEIRO DE TERAPIA INTENSIVA ADULTO - JORNADA INTEGRAÇÃO SOMITI/MG REGIONAL SUL,Evento Corporativo,"Universidade Federal de Alfenas - Unidade Educacional Santa Clara - Alfenas, MG",Baixo,Thursday,62,Sim
2025-12-04,2025-12-04,35° Happy Hour CCBC,Evento Corporativo,"Local a definir - São Paulo, SP",Baixo,Thursday,125,Sim
2025-08-27,2025-08-29,PALESTRAS DO I SIMPÓSIO PARAIBANO DE CIÊNCIA ANIMAL DA FACULDADE REBOUÇAS,Evento Corporativo,"UFCG - Campus Campina Grande - Campina Grande, PB",Baixo,Wednesday,26,Não
2025-11-01,2025-11-02,CURSO DE FORMAÇÃO MODULAR EM CAPOEIRA - MÓDULO 6,Evento Corporativo,"Espaço 1730 - CoWorking Fitness and Business - São Paulo, SP",Baixo,Saturday,92,Não
2025-12-04,2025-12-04,Reunião CAE | Dezembro,Evento Corporativo,"CCBC - São Paulo, SP",Baixo,Thursday,125,Sim
2025-09-13,2025-09-13,1º Café Terapeutica - Oficina Tecendo Saberes,Evento Corporativo,"Praça Capital - Campinas, SP",Baixo,Saturday,43,Não
2025-08-09,2025-08-09,"Me formei, e Agora?",Evento Corporativo,"R. Padre Estevão Pernet, 192 - São Paulo, SP",Baixo,Saturday,8,Não
2025-08-19,2025-08-19,Comunicação Sem Barreiras: Libras no Ambiente Profissional,Evento Corporativo,Evento Online,Baixo,Tuesday,18,Sim
2025-08-13,2025-08-13,Roda de Conversa: Portal de Compras,Evento Corporativo,"FIEB - Salvador, BA",Baixo,Wednesday,12,Não
2025-08-29,2025-08-29,Curso Gestão de Tráfego para Negócios Locais Rio de Janeiro,Evento Corporativo,"Av. Rio Branco, 43 - 8 andar - Rio de Janeiro, RJ",Baixo,Friday,28,Não
2025-08-19,2025-08-19,Como Organizar o Financeiro da sua Empresa com a Inteligência Artificial: Do Caos ao Controle.,Evento Corporativo,"Sebrae Lauro de Freitas (BA) - Lauro de Freitas, BA",Baixo,Tuesday,18,Sim
2025-09-12,2025-09-12,18ª VIDROSOM - SEMINÁRIO DE SOLUÇÕES ACÚSTICAS EM VIDRO,Evento Corporativo,"CentroSul - Florianópolis, SC",Baixo,Friday,42,Não
2025-08-13,2025-08-13,Dia do Economista 2025,Evento Corporativo,"Auditório do Banco Central - Recife, PE",Baixo,Wednesday,12,Não
2025-07-14,2025-07-31,VIII Ciclo de Seminários: Psicologia Clínica Kierkegaardiana (gratuito) - Instituto NUCAFE,Evento Corporativo,Evento Online,Baixo,Monday,-18,Não
2025-09-13,2025-09-13,CURSO DE FORMAÇÃO EM ANALISTA DE COMPRAS E NEGOCIAÇÕES,Evento Corporativo,Evento Online,Baixo,Saturday,43,Não
2025-08-04,2025-08-04,Palestra Marketing Digital,Evento Corporativo,"Centro de Eventos Odelinda Rodrigues - Comendador Gomes, MG",Baixo,Monday,3,Não
2025-10-17,2025-10-18,Curso de Energia Solar em Curitiba PR nos dias 17/10 e 18/10/2025,Evento Corporativo,"Rua Frei Gaspar da Madre de Deus, 248 - Curitiba, PR",Baixo,Friday,77,Não
2025-09-19,2025-09-20,Curso de Energia Solar em Brasília nos dias 19/09 e 20/09/2025,Evento Corporativo,"Pro Offices - Brasília, DF",Baixo,Friday,49,Não
2025-07-10,2025-08-08,IBRAGESP - ZELADOR DE EXCELENCIA,Evento Corporativo,Evento Online,Baixo,Thursday,-22,Sim
2025-07-10,2025-08-08,IBRAGESP - CONTABILIDADE E ANÁLISE DE BALANÇOS,Evento Corporativo,Evento Online,Baixo,Thursday,-22,Sim
2025-08-28,2025-08-30,Feduca & Feirão de Emprego,Evento Corporativo,"Parque Vila Germânica - Blumenau, SC",Baixo,Thursday,27,Sim
2025-09-14,2025-09-14,Imersão Jornada da Riqueza,Evento Corporativo,"CDL - Câmara de Dirigentes Lojistas de Belo Horizonte - Belo Horizonte, MG",Baixo,Sunday,44,Não
2025-09-20,2025-09-21,POWER TREINE (MG) - Proteção e Seletividade em Projetos de Média Tensão e Geração Distribuída,Evento Corporativo,"Hotel Intercity BH Expo - Belo Horizonte, MG",Baixo,Saturday,50,Não
2025-08-12,2025-08-12,Palestra Comportamento Empreendedor em Catu,Evento Corporativo,"Centro Multicultural Catuense - Catu, BA",Baixo,Tuesday,11,Sim
2025-11-07,2025-11-07,EVOFITE,Evento Corporativo,"Av. das Américas, 19.021 - Rio de Janeiro, RJ",Baixo,Friday,98,Não
2025-09-19,2025-09-19,2º Congresso de RH no Agro do Oeste Baiano,Evento Corporativo,"ABAPA(Nova sede) - Luís Eduardo Magalhães, BA",Baixo,Friday,49,Não
2025-08-12,2025-08-12,Coquetel de Lançamento | Núcleo Conecta Com,Evento Corporativo,"ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE GUARULHOS - Guarulhos, SP",Baixo,Tuesday,11,Sim
2025-09-02,2025-09-02,CAFÉ COM ADMINISTRADORES - Finanças para Empresários - com Charles Vezozzo,Evento Corporativo,"CRA-PR Conselho Regional de Administração do Paraná - Curitiba, PR",Baixo,Tuesday,32,Sim
2025-09-10,2025-09-10,"Imagem não é tudo. Narrativa é: Como a sua história, quando bem contada, se torna o maior ativo",Evento Corporativo,Evento Online,Baixo,Wednesday,40,Não
2025-08-21,2025-08-22,Curso on-line: Elaboração dos Planos Municipais de Assistência Social,Evento Corporativo,Evento Online,Baixo,Thursday,20,Sim
2025-10-24,2025-10-25,6° Encontro Regional de Gestão de Pessoas - Do R&S ao T&D - Campinas,Evento Corporativo,"Av. Cel. Silva Telles, 977 - 8o andar - Campinas, SP",Baixo,Friday,84,Não
2025-08-08,2025-08-08,ASSEMBLEIA GERAL ORDINÁRIA DAS(OS) PSICÓLOGAS(OS) DE SANTA CATARINA,Evento Corporativo,Evento Online,Baixo,Friday,7,Não
2025-10-06,2025-10-29,Mentoria para Certificação Product Owner II (PSPO-II) - Outubro/2025,Evento Corporativo,Evento Online,Baixo,Monday,66,Não
2025-07-31,2025-07-31,Workshop Beleza Lucrativa,Evento Corporativo,Evento Online,Baixo,Thursday,-1,Sim
2025-08-02,2025-08-02,Workshop da AGB 2025 - Esacaleta,Evento Corporativo,"Local a definir - Porto Alegre, RS",Baixo,Saturday,1,Não
2025-08-09,2025-08-09,Imersão de Negócios - Cidade Empreende,Evento Corporativo,"Igreja da Cidade em Caçapava - Caçapava, SP",Baixo,Saturday,8,Não
2025-08-07,2025-08-07,ACTION EM AÇÃO - IA no Desenvolvimento de Sistemas,Evento Corporativo,"Espaço Espírito Hub - Linhares, ES",Baixo,Thursday,6,Sim
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - Belém - Belém, PA",Baixo,Monday,17,Não
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - Curitiba - Curitiba, PR",Baixo,Monday,17,Não
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - Brusque - Brusque, SC",Baixo,Monday,17,Não
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - Maringá - Maringá, PR",Baixo,Monday,17,Não
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - Juiz de Fora - Juiz de Fora, MG",Baixo,Monday,17,Não
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - São José dos Campos - São José dos Campos, SP",Baixo,Monday,17,Não
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - Blumenau - Blumenau, SC",Baixo,Monday,17,Não
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - Manaus - Manaus, AM",Baixo,Monday,17,Não
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - Belo Horizonte - Belo Horizonte, MG",Baixo,Monday,17,Não
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - Montes Claros - Montes Claros, MG",Baixo,Monday,17,Não
2025-08-18,2025-08-18,O PODER DA GESTÃO FINANCEIRA 2.0,Evento Corporativo,"O evento será online - Salvador - Salvador, BA",Baixo,Monday,17,Não
2025-08-19,2025-08-19,APRENDA COMO MONTAR UMA DISTRIBUIDORA DE BEBIDAS DO ZERO,Evento Corporativo,"O evento será online - Itajaí - Itajaí, SC",Baixo,Tuesday,18,Sim
2025-08-19,2025-08-19,APRENDA COMO MONTAR UMA DISTRIBUIDORA DE BEBIDAS DO ZERO,Evento Corporativo,"O evento será online - Porto Alegre - Porto Alegre, RS",Baixo,Tuesday,18,Sim
2025-09-12,2025-09-12,EAD - MIT (Módulo de Inclusão de Tributos) pelo QUIU,Evento Corporativo,Evento Online,Baixo,Friday,42,Não
2025-09-09,2025-09-09,Roadshow Dynamox Curitiba/PR,Evento Corporativo,"Local a definir - Curitiba, PR",Baixo,Tuesday,39,Sim
2025-08-13,2025-08-13,Palestra - CONDUÇÃO DEFENSIVA PARA MOTOCICLETAS - Escola Miguel Pires Godinho,Evento Corporativo,"Moto Forty - Sorocaba, SP",Baixo,Wednesday,12,Não
2025-07-31,2025-08-01,Como gerar demanda comercial no agro usando marketing!,Evento Corporativo,"Sistema Famato - Cuiabá, MT",Baixo,Thursday,-1,Sim
2025-10-19,2025-10-19,Viralizou 2025 | Marketing e Empreendedorismo,Evento Corporativo,"Hotel Asa Branca - Belo Jardim, PE",Baixo,Sunday,79,Não
2025-09-26,2025-09-26,PRÉ-CONECTA: Curso introdutório em CAA,Evento Corporativo,"Faculdade Inspirar - Curitiba, PR",Baixo,Friday,56,Não
2025-08-17,2025-08-17,ACELERA DISTRIBUIDOR: IMERSÃO PARA DISTRIBUIDORES DE COSMÉTICOS EM FORMIGA/MG,Evento Corporativo,"R. Ides Édson de Rezende, 711 - Formiga, MG",Baixo,Sunday,16,Não
2025-10-03,2025-10-04,Curso de Energia Solar no Rio de Janeiro nos dias 03/10 e 04/10/2025,Evento Corporativo,"Moura Espaço Mult - Rio de Janeiro, RJ",Baixo,Friday,63,Não
2025-08-04,2025-08-28,Introdução à Informática - Windows e Office,Evento Corporativo,"Senac Hub Academy - Campo Grande, MS",Baixo,Monday,3,Não
